125.51667 -21.50000 35.00000 1.00000 * 128.37810 -22.37070 245.32227 10.74271 128.92886 -22.54456 193.46016 
130.01667 -21.18333 22.00000 1.00000 * 132.91315 -22.14250 247.71579 14.23671 133.47079 -22.33302 165.57718 
131.66250 -1.43333 20.30000 10.00000 * 134.95462 -2.42694 231.78894 27.37261 135.58661 -2.62468 161.17104 
134.35417 23.66667 8.30000 10.00000 * 138.11014 22.62057 205.94171 41.07792 138.82726 22.41223 119.36512 
136.40833 -1.36667 13.80000 10.00000 * 139.70376 -2.44410 234.81470 31.31764 140.33642 -2.65738 141.59391 
140.24167 1.88333 11.50000 10.00000 * 143.58979 0.74317 234.28202 36.32335 144.23223 0.51825 133.18601 
144.53333 -0.38333 7.90000 10.00000 * 147.84711 -1.58691 239.79579 38.41114 148.48337 -1.82338 117.39962 
145.56667 3.73333 7.70000 10.00000 * 148.93707 2.51502 236.32972 41.72544 149.58366 2.27580 116.39192 
154.03333 1.86667 7.20000 10.00000 * 157.37351 0.54643 245.84016 47.11382 158.01493 0.28892 113.79389 
156.28333 1.86667 4.90000 10.00000 * 159.62230 0.52405 248.13657 48.75422 160.26360 0.26260 99.97332 
156.50000 8.31667 5.60000 7.00000 * 159.89982 6.97171 240.63936 53.16197 160.55177 6.70980 104.56922 
166.01667 8.36667 5.30000 6.00000 * 169.38577 6.95137 252.10266 60.19720 170.03238 6.67752 102.64935 
169.21667 8.36667 3.10000 8.00000 * 172.57506 6.93637 257.01679 62.30586 173.21983 6.66018 85.68192 
178.42917 8.35000 6.00000 5.00000 * 181.75644 6.90146 275.17336 67.21142 182.39593 6.62332 107.02519 
181.27500 11.05000 2.20000 13.00000 * 184.58908 9.60335 279.45089 70.79264 185.22580 9.32605 76.31828 
187.66667 10.95000 3.40000 11.00000 * 190.95193 9.52053 298.83631 72.07866 191.58364 9.24757 88.39247 
191.71250 8.33333 4.60000 13.00000 * 194.99525 6.92395 310.75156 69.35894 195.62721 6.65550 97.86910 
192.07917 10.93333 3.90000 13.00000 * 195.34476 9.52606 312.86224 71.88923 195.97304 9.25807 92.57564 
195.32917 10.93333 3.80000 12.00000 * 198.58041 9.54774 322.69329 71.17559 199.20617 9.28441 91.76892 
202.79167 14.08333 5.50000 1.00000 * 205.97647 12.76398 346.97465 70.53079 206.58956 12.51443 103.93705 
208.93333 31.81667 7.40000 10.00000 * 211.81739 30.56690 48.15929 72.61619 212.37120 30.33114 114.84711 
217.52917 23.95000 8.80000 10.00000 * 220.46247 22.82414 29.14156 64.10539 221.02716 22.61330 121.73512 
218.34167 31.88333 8.90000 10.00000 * 221.10572 30.76913 47.58081 64.62937 221.63740 30.56030 122.19827 
222.80833 31.83333 9.20000 10.00000 * 225.52186 30.79416 47.74244 60.83624 226.04419 30.60009 123.56726 
223.24167 29.31667 4.40000 10.00000 * 226.00972 28.28565 42.71655 60.23262 226.54267 28.09330 96.41493 
228.93333 31.71667 10.00000 10.00000 * 231.58481 30.79050 48.27475 55.63612 232.09561 30.61857 127.07802 
229.95000 29.33333 4.90000 10.00000 * 232.65390 28.42760 44.35413 54.45137 233.17489 28.25980 99.97332 
232.27917 23.75000 10.60000 10.00000 * 235.10342 22.89220 36.15724 51.13331 235.64785 22.73408 129.59000 
235.50833 31.76667 13.10000 10.00000 * 238.09678 30.97347 49.48546 50.09292 238.59575 30.82743 139.14095 
240.00833 31.76667 12.20000 10.00000 * 242.55976 31.07061 50.39286 46.31532 243.05175 30.94344 135.85518 
243.46667 31.60000 14.20000 10.00000 * 245.99793 30.98161 50.92992 43.39248 246.48610 30.86951 142.95853 
248.21667 31.60000 15.60000 10.00000 * 250.71783 31.09186 52.07407 39.43901 251.20025 31.00108 147.54208 
248.92500 26.88333 16.50000 10.00000 * 251.56861 26.39371 46.45587 37.61642 252.07841 26.30691 150.34541 
253.92500 26.88333 26.60000 10.00000 * 256.54799 26.51414 48.11266 33.36573 257.05378 26.45061 176.46055 
255.39167 31.81667 18.80000 10.00000 * 257.85046 31.48143 54.21749 33.57971 258.32468 31.42400 157.07405 
255.84167 23.56667 35.00000 1.00000 * 258.55767 23.24569 45.10747 30.62482 259.08133 23.19174 193.46016 
257.79167 23.56667 38.00000 1.00000 * 260.50259 23.29388 45.84146 28.95482 261.02523 23.24922 198.86457 
258.35000 26.65000 32.80000 10.00000 * 260.96633 26.38991 49.35661 29.55299 261.47077 26.34744 189.29727 
262.13333 21.61667 42.20000 5.00000 * 264.89283 21.45298 45.49941 24.50803 265.42470 21.42950 205.97224 
268.13333 21.68333 54.00000 1.00000 * 270.88502 21.67090 47.96739 19.42208 271.41523 21.67650 223.70145 
269.65417 -13.40000 35.00000 1.00000 * 273.32612 -13.36235 17.05346 1.58351 274.03286 -13.34448 193.46016 
277.89167 27.43333 76.00000 1.00000 * 280.47314 27.66448 57.29252 13.77134 280.97042 27.71627 250.81358 
278.69583 18.11667 78.00000 1.00000 * 281.55323 18.37130 49.13351 8.93348 282.10340 18.42836 253.00338 
279.19583 17.53333 224.00000 0.50000 * 282.06983 17.80060 48.83397 8.24129 282.62318 17.86013 360.04164 
280.19583 18.20000 236.00000 0.25000 * 283.05278 18.49187 49.87765 7.71025 283.60284 18.55604 366.37699 
280.82083 17.86667 368.00000 0.25000 * 283.68779 18.17412 49.86195 7.02903 284.23974 18.24129 425.01402 
285.62083 15.11667 204.00000 0.25000 * 288.56875 15.54247 49.66723 1.67161 289.13607 15.63242 348.95968 
288.24583 14.65000 58.00000 1.00000 * 291.21062 15.13897 50.52257 -0.76196 291.78111 15.24097 229.11801 
288.50833 17.75000 60.00000 1.00000 * 291.39344 18.24427 53.32950 0.57784 291.94872 18.34706 231.73322 
289.24583 16.61667 56.00000 1.00000 * 292.16231 17.12879 52.70666 -0.60240 292.72356 17.23506 226.44198 
289.59583 11.85000 196.00000 0.25000 * 292.63333 12.37182 48.76481 -3.30775 293.21764 12.48025 344.32391 
290.25417 11.21667 472.00000 0.25000 * 293.30832 11.75417 48.54492 -4.18470 293.89578 11.86562 461.86601 
291.90000 17.43333 424.00000 0.25000 * 294.80251 18.00750 54.70907 -2.36330 295.36107 18.12549 445.61150 
292.65000 15.45000 588.00000 0.25000 * 295.60471 16.04212 53.38659 -4.00876 296.17322 16.16366 497.04325 
292.88750 -2.56667 62.20000 5.00000 * 296.26709 -1.96419 37.77343 -13.33753 296.91615 -1.83959 234.54366 
295.20000 15.45000 588.00000 0.25000 * 298.16181 16.10044 54.68608 -6.09816 298.73166 16.23302 497.04325 
295.63750 16.76667 352.00000 0.25000 * 298.56834 17.42662 56.03073 -5.74967 299.13230 17.56093 418.74820 
296.40000 12.03333 140.00000 0.50000 * 299.44670 12.71168 52.39551 -8.90452 300.03267 12.84976 307.68626 
296.58750 16.76667 352.00000 0.25000 * 299.52151 17.44795 56.52365 -6.51596 300.08607 17.58629 418.74820 
297.52083 -2.65000 39.20000 5.00000 * 300.89902 -1.94310 40.04174 -17.41789 301.54759 -1.79880 200.94665 
298.55000 11.95000 120.00000 0.50000 * 301.60386 12.67596 53.47026 -10.72344 302.19118 12.82304 292.22548 
300.08750 10.95000 56.00000 1.00000 * 303.16784 11.70962 53.45023 -12.53183 303.76018 11.86310 226.44198 
300.41250 10.43333 68.00000 1.00000 * 303.50515 11.20007 53.18519 -13.08151 304.09982 11.35492 241.64849 
306.50417 -2.73333 30.80000 5.00000 * 309.87709 -1.83773 44.78914 -25.22923 310.52436 -1.65806 185.34805 
309.39167 -7.10000 26.60000 10.00000 * 312.84588 -6.14741 42.14773 -29.90502 313.50818 -5.95694 176.46055 
309.50417 -2.73333 28.20000 5.00000 * 312.87461 -1.77940 46.51619 -27.79670 313.52136 -1.58886 179.94961 
312.25417 -2.73333 27.00000 5.00000 * 315.62229 -1.72822 48.16570 -30.13403 316.26857 -1.52817 177.34566 
314.75417 -2.73333 21.40000 5.00000 * 318.12016 -1.68370 49.72870 -32.24316 318.76603 -1.47540 164.04887 
315.27500 -6.71667 40.00000 1.00000 * 318.70961 -5.65741 45.98960 -34.77723 319.36812 -5.44721 202.31119 
317.92500 -6.21667 25.00000 1.00000 * 321.34556 -5.11298 48.19391 -36.77372 322.00145 -4.89461 172.82862 
320.07500 -6.71667 24.00000 1.00000 * 323.49901 -5.57854 49.07888 -38.85343 324.15551 -5.35383 170.47930 
323.72917 -7.28333 13.60000 10.00000 * 327.15301 -6.09041 50.99916 -42.22208 327.80943 -5.85569 140.90170 
324.97917 -6.28333 18.00000 1.00000 * 328.38578 -5.07289 53.05633 -42.70987 329.03908 -4.83501 154.79928 
325.84167 -19.91667 11.50000 10.00000 * 329.44076 -18.69310 36.13526 -49.85858 330.12859 -18.45254 133.18601 
327.97917 -7.28333 11.50000 10.00000 * 331.39203 -6.03287 54.23768 -45.73611 332.04644 -5.78774 133.18601 
328.59167 -19.91667 12.80000 10.00000 * 332.16971 -18.65744 37.64789 -52.26311 332.85355 -18.41049 138.06290 
330.71667 -19.91667 7.40000 10.00000 * 334.27810 -18.63186 38.88776 -54.11784 334.95880 -18.38035 114.84711 
331.84167 -19.91667 8.90000 10.00000 * 335.39419 -18.61903 39.57340 -55.09819 336.07321 -18.36524 122.19827 
332.88333 -7.23333 10.70000 10.00000 * 336.28256 -5.92503 58.51473 -49.66038 336.93453 -5.66954 129.99937 
334.63333 -7.23333 9.10000 10.00000 * 338.02783 -5.90668 60.17063 -51.03799 338.67897 -5.64794 123.11428 
335.14583 -19.96667 9.30000 10.00000 * 338.67231 -18.63422 41.63984 -57.98854 339.34644 -18.37431 124.01696 
337.64583 -19.96667 5.00000 10.00000 * 341.15174 -18.61080 43.43176 -60.15044 341.82203 -18.34683 100.65560 
338.89583 -19.96667 7.10000 10.00000 * 342.39134 -18.60005 44.39355 -61.22685 343.05969 -18.33423 113.25996 
351.38333 -23.20000 3.10000 10.00000 * 354.78307 -21.76206 48.73399 -73.16510 355.43321 -21.48469 85.68192 
356.71667 -23.28333 4.20000 10.00000 * 0.06114 -21.83543 57.01934 -77.60990 0.70112 -21.55705 94.91600 
