79.9089671231 ,-91.8367922716 ,46.8083242419
80.0255205598 ,-59.9214550137 ,47.3344007925
80.9497256423 ,77.6581601501 ,-51.8767533082
81.1902656476 ,-91.3266552277 ,62.1310858434
81.2212322473 ,-74.9404499756 ,44.9643449539
81.3565742651 ,-78.0200577443 ,53.591025126
82.901854435 ,102.220136603 ,-27.887445926
83.0359992061 ,-77.8079188591 ,66.857171953
84.0855577782 ,-89.3005967374 ,71.9744074383
84.3053454951 ,-36.25111583 ,-39.8879453781
85.3657969298 ,169.388381043 ,53.5528147858
85.3803479434 ,168.51430485 ,102.332438916
86.1376250233 ,95.1475652695 ,-36.5554399302
86.2969352625 ,107.769213232 ,-43.6803557349
86.5392585325 ,170.932071198 ,104.86050048
86.7410196897 ,-101.577377226 ,-34.0765083317
86.8447669097 ,131.218181396 ,33.9447105395
87.1976283149 ,77.0950884138 ,-59.1802937451
87.4169138865 ,-93.9735749449 ,-52.9711582517
87.5507342682 ,12.1695390958 ,-3.89079689319
87.9889085611 ,117.237946108 ,-46.7362711762
88.9530244478 ,-85.7684509916 ,62.9010200399
89.2677750765 ,-84.120401434 ,48.9661291193
89.376055603 ,-58.8753936666 ,24.3572511501
89.397827253 ,158.122921225 ,96.1954438224
89.467861161 ,70.3175029464 ,-56.5024060906
90.0956347057 ,-78.2994794338 ,52.382054523
90.2591421481 ,185.867744262 ,107.590268744
90.8453250178 ,-66.7319152204 ,63.1525886539
90.9138802539 ,85.6526273111 ,-51.9970705436
91.6684464669 ,-89.8312058458 ,-56.5781150109
91.699526562 ,136.644298685 ,23.5209133278
92.046071516 ,-35.2933131662 ,-39.7027920766
92.1842210692 ,-65.8018839021 ,-4.45156250321
92.3470329576 ,118.252873237 ,-3.69300683368
92.3844504308 ,-79.2751711447 ,-53.5100977844
92.5956997999 ,-59.2806973144 ,25.0566294014
92.8769508293 ,-104.556409397 ,-27.6790432381
93.856743691 ,81.0624329228 ,-51.740077213
94.5578678533 ,-81.6119832815 ,47.9672003976
95.6543682365 ,-98.5448723933 ,-15.4982766027
95.7669564 ,143.869461502 ,97.0839106283
95.9364906177 ,-75.6875614547 ,53.7440421591
96.2977545305 ,108.787983199 ,-30.6618812533
96.3088838125 ,-118.183988881 ,147.714920643
96.5563925064 ,-98.173829202 ,-35.0783944943
97.0524813731 ,-77.9228223643 ,-9.14013285808
97.2585545842 ,63.9363167651 ,-59.5340206754
97.3567910068 ,-45.8710866034 ,-50.0831489556
97.8916679128 ,23.4258652906 ,-5.51579998613
