259.309095776 	160.036920133	156.486647107
259.346148469 	46.1757569463	-12.5972518121
259.355269097 	-0.644544381935	-129.988113935
261.373880244 	265.406747988	208.371526891
261.843295889 	28.8221035476	-60.57149884
262.019606667 	286.055764478	284.565877716
262.908816528 	144.815599989	165.274249329
266.376353034 	153.995042574	68.4279804407
271.678307345 	98.3450480919	155.508791031
272.486728777 	105.577998663	-7.98785480826
272.570099047 	262.517219238	224.467134559
274.584066295 	167.683933703	187.574353781
279.140964084 	60.2015812439	-64.3203570289
279.682309979 	53.2344388455	-38.5875515286
280.032640903 	232.999180526	265.925118333
280.355437651 	69.8690184947	-17.6839864482
281.499890247 	104.165328201	166.574895325
282.08276393 	69.7875277281	-69.7244096219
282.441815074 	101.583585812	166.146179241
282.647842945 	183.753045819	196.746549337
284.993782301 	17.9569558632	-110.944023992
285.091513541 	16.3320886892	-79.0389254873
289.715793306 	181.660241173	189.214330494
290.297014846 	12.9856807582	-90.1555456264
291.362390672 	119.37145362	18.4605808776
292.764667779 	66.1925457207	-43.0602843763
294.333062247 	312.921809012	314.401212198
298.160239455 	117.250473004	165.520364884
298.81758612 	119.257541942	185.306932755
300.078905973 	272.914208767	239.787391566
300.966448882 	134.397447484	23.0645866347
301.295257677 	161.730800453	179.060182207
304.445477308 	68.3995103677	-73.2112112458
306.308020291 	143.718225067	188.761626854
306.808703808 	184.24513646	198.048359876
308.310967449 	130.158549364	184.211401093
308.387567051 	63.5507287596	-41.3545832667
309.067508348 	79.0804367024	-6.94522549333
310.833383501 	139.651156821	188.165483144
316.438497407 	135.741048899	74.4094538137
317.308963609 	155.756719692	203.528353898
321.477207599 	180.003162837	253.706206167
322.74320146 	138.567280601	203.254033307
323.440675732 	75.5821062966	-7.43624252305
324.180015267 	116.044270428	169.056653297
325.625352965 	42.0145026973	-79.1226934978
326.451200476 	161.667905919	191.651373189
328.754234951 	146.801347187	200.535570756
329.284178143 	190.396014621	257.052029373
329.677120072 	114.393420993	94.0323396813
